typosquatting_perpetrator,typosquatting_target,repository,detected,,,,,,,,,,,,
moving-average,moving_average,rubygems,yes,,,,,,,,,,,,
action-parameter,action_parameter,rubygems,yes,,,,,,,,,,,,
nhtsa-vin,nhtsa_vin,rubygems,yes,,,,,,,,,,,,
a-special_day,a_special_day,rubygems,yes,,,,,,,,,,,,
movingsign-api,movingsign_api,rubygems,yes,,,,,,,,,,,,
a14z6ch-elapsed_days,a14z6ch_elapsed_days,rubygems,yes,,,,,,,,,,,,
a-stupid-test_gem,a_stupid_test_gem,rubygems,yes,,,,,,,,,,,,
living-dead,living_dead,rubygems,yes,,,,,,,,,,,,
ab-panel,ab_panel,rubygems,yes,,,,,,,,,,,,
kevins-propietary_brain,kevins_propietary_brain,rubygems,yes,,,,,,,,,,,,
acme_leeway,acme-leeway,rubygems,yes,,,,,,,,,,,,
indonesian-province,indonesian_province,rubygems,yes,,,,,,,,,,,,
gimme-vins,gimme_vins,rubygems,yes,,,,,,,,,,,,
hello-kelvinst,hello_kelvinst,rubygems,yes,,,,,,,,,,,,
galvinhsiu-active-cart,galvinhsiu-active_cart,rubygems,yes,,,,,,,,,,,,
aasm-ohm_persistence,aasm_ohm_persistence,rubygems,yes,,,,,,,,,,,,
first-giving_api,first_giving_api,rubygems,yes,,,,,,,,,,,,
3scale-time-range,3scale_time_range,rubygems,yes,,,,,,,,,,,,
